Address,Blank,City,County Name,HCAHPS Answer Description,HCAHPS Answer Percent Footnote,HCAHPS Answer Percent,HCAHPS Measure ID,HCAHPS Question,Hospital Name,Latitude,Location,Longitude,Measure End Date,Measure Start Date,Number of Completed Surveys Footnote,Number of Completed Surveys,Number of Records,Patient Survey Star Rating Footnote,Patient Survey Star Rating,Phone Number,Provider ID,State,Survey Response Rate Percent Footnote,Survey Response Rate Percent,ZIP Code
4650 LINCOLN BLVD,  ,MARINA DEL REY,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,MARINA DEL REY HOSPITAL,33.981732,"4650 LINCOLN BLVDMARINA DEL REY, CA",-118.440154,3/31/2017,4/1/2016,,489,1,,3,3.11E+09,50740,CA,,0.23,90291
15031 RINALDI ST,  ,MISSION HILLS,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,PROVIDENCE HOLY CROSS MEDICAL CENTER,34.279013,"15031 RINALDI STMISSION HILLS, CA",-118.459485,3/31/2017,4/1/2016,,1649,1,,3,8.18E+09,50278,CA,,0.19,91346
38600 MEDICAL CENTER DRIVE,  ,PALMDALE,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,PALMDALE REGIONAL MEDICAL CENTER,34.585649,"38600 MEDICAL CENTER DRIVEPALMDALE, CA",-118.143668,3/31/2017,4/1/2016,,972,1,,3,6.61E+09,50204,CA,,0.23,93552
13652 CANTARA ST,  ,PANORAMA CITY,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,34.219847,"13652 CANTARA STPANORAMA CITY, CA",-118.430299,3/31/2017,4/1/2016,,1853,1,,3,8.18E+09,50137,CA,,0.28,91402
100 W  CALIFORNIA BLVD,  ,PASADENA,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,HUNTINGTON MEMORIAL HOSPITAL,34.135761,"100 W CALIFORNIA BLVDPASADENA, CA",-118.151803,3/31/2017,4/1/2016,,303,1,,3,6.26E+09,50438,CA,,0.22,91109
1300 W 7TH ST,  ,SAN PEDRO,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,33.737928,"1300 W 7TH STSAN PEDRO, CA",-118.305005,3/31/2017,4/1/2016,,712,1,,3,3.11E+09,50078,CA,,0.19,90732
2121 SANTA MONICA BLVD,  ,SANTA MONICA,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,PROVIDENCE SAINT JOHN'S HEALTH CENTER,34.03007,"2121 SANTA MONICA BLVDSANTA MONICA, CA",-118.478305,3/31/2017,4/1/2016,,2769,1,,3,3.11E+09,50290,CA,,0.29,90404
14445 OLIVE VIEW DRIVE,  ,SYLMAR,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,34.325912,"14445 OLIVE VIEW DRIVESYLMAR, CA",-118.445513,3/31/2017,4/1/2016,,325,1,,3,8.18E+09,50040,CA,,0.16,91342
4101 TORRANCE BLVD,  ,TORRANCE,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,33.837577,"4101 TORRANCE BLVDTORRANCE, CA",-118.35708,3/31/2017,4/1/2016,,1537,1,,3,3.11E+09,50353,CA,,0.22,90503
23845  MCBEAN PKWY,  ,VALENCIA,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,HENRY MAYO NEWHALL  HOSPITAL,34.396342,"23845 MCBEAN PKWYVALENCIA, CA",-118.553143,3/31/2017,4/1/2016,,1656,1,,3,6.61E+09,50624,CA,,0.2,91355
15107 VANOWEN ST,  ,VAN NUYS,LOS ANGELES,Summary star rating,,,H_STAR_RATING,Summary star rating,VALLEY PRESBYTERIAN HOSPITAL,34.193917,"15107 VANOWEN STVAN NUYS, CA",-118.463271,3/31/2017,4/1/2016,,318,1,,3,8.19E+09,50126,CA,,0.17,91406
700 RIVER DR,  ,FORT BRAGG,MENDOCINO,Summary star rating,,,H_STAR_RATING,Summary star rating,MENDOCINO COAST DISTRICT HOSPITAL,39.432613,"700 RIVER DRFORT BRAGG, CA",-123.800797,3/31/2017,4/1/2016,,196,1,,3,7.08E+09,51325,CA,,0.28,95437
275 HOSPITAL DRIVE,  ,UKIAH,MENDOCINO,Summary star rating,,,H_STAR_RATING,Summary star rating,UKIAH VALLEY MEDICAL CENTER,39.152989,"275 HOSPITAL DRIVEUKIAH, CA",-123.203793,3/31/2017,4/1/2016,,509,1,,3,7.07E+09,50301,CA,,0.2,95482
520 WEST I ST,  ,LOS BANOS,MERCED,Summary star rating,,,H_STAR_RATING,Summary star rating,MEMORIAL HOSPITAL LOS BANOS,37.063431,"520 WEST I STLOS BANOS, CA",-120.859407,3/31/2017,4/1/2016,,201,1,,3,2098260591,50528,CA,,0.15,93635
450 EAST ROMIE LANE,  ,SALINAS,MONTEREY,Summary star rating,,,H_STAR_RATING,Summary star rating,SALINAS VALLEY MEMORIAL HOSPITAL,36.659979,"450 EAST ROMIE LANESALINAS, CA",-121.646327,3/31/2017,4/1/2016,,1090,1,,3,8.32E+09,50334,CA,,0.2,93901
1441 CONSTITUTION BOULEVARD,  ,SALINAS,MONTEREY,Summary star rating,,,H_STAR_RATING,Summary star rating,NATIVIDAD MEDICAL CENTER,36.695487,"1441 CONSTITUTION BOULEVARDSALINAS, CA",-121.631223,3/31/2017,4/1/2016,,706,1,,3,8.32E+09,50248,CA,,0.37,93906
1000 TRANCAS ST,  ,NAPA,NAPA,Summary star rating,,,H_STAR_RATING,Summary star rating,QUEEN OF THE VALLEY MEDICAL CENTER,38.323554,"1000 TRANCAS STNAPA, CA",-122.295968,3/31/2017,4/1/2016,,1047,1,,3,7.07E+09,50009,CA,,0.33,94558
10 WOODLAND ROAD,  ,SAINT HELENA,NAPA,Summary star rating,,,H_STAR_RATING,Summary star rating,ST HELENA HOSPITAL,38.54196,"10 WOODLAND ROADSAINT HELENA, CA",-122.475344,3/31/2017,4/1/2016,,592,1,,3,7.08E+09,50013,CA,,0.29,94574
155 GLASSON WAY,  ,GRASS VALLEY,NEVADA,Summary star rating,,,H_STAR_RATING,Summary star rating,SIERRA NEVADA MEMORIAL HOSPITAL,39.229022,"155 GLASSON WAYGRASS VALLEY, CA",-121.04734,3/31/2017,4/1/2016,,733,1,,3,5.30E+09,50150,CA,,0.26,95945
9920 TALBERT AVENUE,  ,FOUNTAIN VALLEY,ORANGE,Summary star rating,,,H_STAR_RATING,Summary star rating,ORANGE COAST MEMORIAL MEDICAL CENTER,33.701659,"9920 TALBERT AVENUEFOUNTAIN VALLEY, CA",-117.956107,3/31/2017,4/1/2016,,1851,1,,3,7.14E+09,50678,CA,,0.27,92708
24451 HEALTH CENTER DRIVE,  ,LAGUNA HILLS,ORANGE,Summary star rating,,,H_STAR_RATING,Summary star rating,SADDLEBACK MEMORIAL MEDICAL CENTER,33.607814,"24451 HEALTH CENTER DRIVELAGUNA HILLS, CA",-117.708249,3/31/2017,4/1/2016,,2383,1,,3,9.50E+09,50603,CA,,0.32,92653
27700 MEDICAL CENTER RD,  ,MISSION VIEJO,ORANGE,Summary star rating,,,H_STAR_RATING,Summary star rating,MISSION HOSPITAL REGIONAL MED CENTER,,"27700 MEDICAL CENTER RDMISSION VIEJO, CA",,3/31/2017,4/1/2016,,2692,1,,3,9.49E+09,50567,CA,,0.31,92691
ONE HOAG DRIVE,  ,NEWPORT BEACH,ORANGE,Summary star rating,,,H_STAR_RATING,Summary star rating,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,,"ONE HOAG DRIVENEWPORT BEACH, CA",,3/31/2017,4/1/2016,,5621,1,,3,9.50E+09,50224,CA,,0.25,92663
101 CITY DRIVE SOUTH,  ,ORANGE,ORANGE,Summary star rating,,,H_STAR_RATING,Summary star rating,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,33.780111,"101 CITY DRIVE SOUTHORANGE, CA",-117.894303,3/31/2017,4/1/2016,,1658,1,,3,7.14E+09,50348,CA,,0.17,92868
ONE MEDICAL PLAZA,  ,ROSEVILLE,PLACER,Summary star rating,,,H_STAR_RATING,Summary star rating,SUTTER ROSEVILLE MEDICAL CENTER,,"ONE MEDICAL PLAZAROSEVILLE, CA",,3/31/2017,4/1/2016,,1985,1,,3,9.17E+09,50309,CA,,0.29,95661
1600 EUREKA ROAD,  ,ROSEVILLE,PLACER,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - ROSEVILLE,38.7481,"1600 EUREKA ROADROSEVILLE, CA",-121.24762,3/31/2017,4/1/2016,,4334,1,,3,9.17E+09,50772,CA,,0.3,95661
47111 MONROE STREET,  ,INDIO,RIVERSIDE,Summary star rating,,,H_STAR_RATING,Summary star rating,JOHN F KENNEDY MEMORIAL HOSPITAL,33.706359,"47111 MONROE STREETINDIO, CA",-116.233881,3/31/2017,4/1/2016,,533,1,,3,7.60E+09,50534,CA,,0.3,92201
27300 IRIS AVENUE,  ,MORENO VALLEY,RIVERSIDE,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,33.895697,"27300 IRIS AVENUEMORENO VALLEY, CA",-117.187121,3/31/2017,4/1/2016,,737,1,,3,9.51E+09,50765,CA,,0.22,92555
28062 BAXTER ROAD,  ,MURRIETA,RIVERSIDE,Summary star rating,,,H_STAR_RATING,Summary star rating,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,33.613417,"28062 BAXTER ROADMURRIETA, CA",-117.168804,3/31/2017,4/1/2016,,629,1,,3,9.51E+09,50770,CA,,0.27,92563
39-000 BOB HOPE DRIVE,  ,RANCHO MIRAGE,RIVERSIDE,Summary star rating,,,H_STAR_RATING,Summary star rating,EISENHOWER MEDICAL CENTER,33.764852,"39-000 BOB HOPE DRIVERANCHO MIRAGE, CA",-116.408085,3/31/2017,4/1/2016,,4321,1,,3,7.60E+09,50573,CA,,0.32,92270
10800 MAGNOLIA AVENUE,  ,RIVERSIDE,RIVERSIDE,Summary star rating,,,H_STAR_RATING,Summary star rating,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",33.906505,"10800 MAGNOLIA AVENUERIVERSIDE, CA",-117.47071,3/31/2017,4/1/2016,,2016,1,,3,9.51E+09,50686,CA,,0.25,92505
31700 TEMECULA PKWY,  ,TEMECULA,RIVERSIDE,Summary star rating,,,H_STAR_RATING,Summary star rating,TEMECULA VALLEY HOSPITAL,33.479248,"31700 TEMECULA PKWYTEMECULA, CA",-117.105906,3/31/2017,4/1/2016,,1114,1,,3,9.51E+09,50775,CA,,0.21,92592
6501 COYLE AVE,  ,CARMICHAEL,SACRAMENTO,Summary star rating,,,H_STAR_RATING,Summary star rating,MERCY SAN JUAN MEDICAL CENTER,38.668049,"6501 COYLE AVECARMICHAEL, CA",-121.312784,3/31/2017,4/1/2016,,2237,1,,3,9.17E+09,50516,CA,,0.2,95608
1650 CREEKSIDE DRIVE,  ,FOLSOM,SACRAMENTO,Summary star rating,,,H_STAR_RATING,Summary star rating,MERCY HOSPITAL OF FOLSOM,38.671125,"1650 CREEKSIDE DRIVEFOLSOM, CA",-121.145833,3/31/2017,4/1/2016,,1141,1,,3,9.17E+09,50414,CA,,0.25,95630
4001 J ST,  ,SACRAMENTO,SACRAMENTO,Summary star rating,,,H_STAR_RATING,Summary star rating,MERCY GENERAL HOSPITAL,38.569385,"4001 J STSACRAMENTO, CA",-121.452482,3/31/2017,4/1/2016,,1574,1,,3,9.16E+09,50017,CA,,0.27,95819
2025 MORSE AVENUE,  ,SACRAMENTO,SACRAMENTO,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - SACRAMENTO,38.602162,"2025 MORSE AVENUESACRAMENTO, CA",-121.392238,3/31/2017,4/1/2016,,2616,1,,3,9.17E+09,50425,CA,,0.33,95825
2825 CAPITOL AVENUE,  ,SACRAMENTO,SACRAMENTO,Summary star rating,,,H_STAR_RATING,Summary star rating,"SUTTER MEDICAL CENTER, SACRAMENTO",38.570258,"2825 CAPITOL AVENUESACRAMENTO, CA",-121.469682,3/31/2017,4/1/2016,,2798,1,,3,9.17E+09,50108,CA,,0.24,95816
6600 BRUCEVILLE ROAD,  ,SACRAMENTO,SACRAMENTO,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSP SO SACRAMENTO,38.471647,"6600 BRUCEVILLE ROADSACRAMENTO, CA",-121.423802,3/31/2017,4/1/2016,,2899,1,,3,9.17E+09,50674,CA,,0.27,95823
2315 STOCKTON BOULEVARD,  ,SACRAMENTO,SACRAMENTO,Summary star rating,,,H_STAR_RATING,Summary star rating,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,38.554375,"2315 STOCKTON BOULEVARDSACRAMENTO, CA",-121.457535,3/31/2017,4/1/2016,,4294,1,,3,9.17E+09,50599,CA,,0.21,95817
911 SUNSET DRIVE,  ,HOLLISTER,SAN BENITO,Summary star rating,,,H_STAR_RATING,Summary star rating,HAZEL HAWKINS MEMORIAL HOSPITAL,36.83512,"911 SUNSET DRIVEHOLLISTER, CA",-121.386593,3/31/2017,4/1/2016,,267,1,,3,8.32E+09,50296,CA,,0.19,95023
820 E MOUNTAIN VIEW STREET,  ,BARSTOW,SAN BERNARDINO,Summary star rating,,,H_STAR_RATING,Summary star rating,BARSTOW COMMUNITY HOSPITAL,34.893696,"820 E MOUNTAIN VIEW STREETBARSTOW, CA",-117.0166,3/31/2017,4/1/2016,,418,1,,3,7.60E+09,50298,CA,,0.24,92311
400 NORTH PEPPER AVENUE,  ,COLTON,SAN BERNARDINO,Summary star rating,,,H_STAR_RATING,Summary star rating,ARROWHEAD REGIONAL MEDICAL CENTER,34.072884,"400 NORTH PEPPER AVENUECOLTON, CA",-117.352833,3/31/2017,4/1/2016,,1039,1,,3,9.10E+09,50245,CA,,0.1,92324
9961 SIERRA AVE,  ,FONTANA,SAN BERNARDINO,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL FONTANA,34.072271,"9961 SIERRA AVEFONTANA, CA",-117.433458,3/31/2017,4/1/2016,,5682,1,,3,9.09E+09,50140,CA,,0.25,92335
11234 ANDERSON ST,  ,LOMA LINDA,SAN BERNARDINO,Summary star rating,,,H_STAR_RATING,Summary star rating,LOMA LINDA UNIVERSITY MEDICAL CENTER,34.049507,"11234 ANDERSON STLOMA LINDA, CA",-117.261117,3/31/2017,4/1/2016,,1416,1,,3,9.10E+09,50327,CA,,0.28,92354
11234 ANDERSON STREET SUITE A,  ,LOMA LINDA,SAN BERNARDINO,Summary star rating,,,H_STAR_RATING,Summary star rating,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,34.049507,"11234 ANDERSON STREET SUITE ALOMA LINDA, CA",-117.261117,3/31/2017,4/1/2016,,698,1,,3,9.10E+09,50778,CA,,0.25,92354
350 TERRACINA BLVD,  ,REDLANDS,SAN BERNARDINO,Summary star rating,,,H_STAR_RATING,Summary star rating,REDLANDS COMMUNITY HOSPITAL,34.037036,"350 TERRACINA BLVDREDLANDS, CA",-117.20431,3/31/2017,4/1/2016,,1284,1,,3,9.09E+09,50272,CA,,0.26,92373
2101 N WATERMAN AVE,  ,SAN BERNARDINO,SAN BERNARDINO,Summary star rating,,,H_STAR_RATING,Summary star rating,ST BERNARDINE MEDICAL CENTER,34.134062,"2101 N WATERMAN AVESAN BERNARDINO, CA",-117.27876,3/31/2017,4/1/2016,,1040,1,,3,9.10E+09,50129,CA,,0.17,92404
999 SAN BERNARDINO ROAD,  ,UPLAND,SAN BERNARDINO,Summary star rating,,,H_STAR_RATING,Summary star rating,SAN ANTONIO REGIONAL HOSPITAL,34.101079,"999 SAN BERNARDINO ROADUPLAND, CA",-117.636862,3/31/2017,4/1/2016,,2610,1,,3,7.15E+09,50099,CA,,0.25,91786
751 MEDICAL CENTER COURT,  ,CHULA VISTA,SAN DIEGO,Summary star rating,,,H_STAR_RATING,Summary star rating,SHARP CHULA VISTA MEDICAL CENTER,32.618448,"751 MEDICAL CENTER COURTCHULA VISTA, CA",-117.02399,3/31/2017,4/1/2016,,880,1,,3,6.20E+09,50222,CA,,0.17,91911
354 SANTA FE DRIVE,  ,ENCINITAS,SAN DIEGO,Summary star rating,,,H_STAR_RATING,Summary star rating,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,33.036272,"354 SANTA FE DRIVEENCINITAS, CA",-117.284237,3/31/2017,4/1/2016,,2037,1,,3,7.61E+09,50503,CA,,0.25,92024
555 E VALLEY PARKWAY,  ,ESCONDIDO,SAN DIEGO,Summary star rating,,,H_STAR_RATING,Summary star rating,PALOMAR HEALTH DOWNTOWN CAMPUS,33.125937,"555 E VALLEY PARKWAYESCONDIDO, CA",-117.076186,3/31/2017,4/1/2016,,2345,1,,3,7.61E+09,50115,CA,,0.28,92025
9888 GENESEE AVENUE,  ,LA JOLLA,SAN DIEGO,Summary star rating,,,H_STAR_RATING,Summary star rating,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,32.885432,"9888 GENESEE AVENUELA JOLLA, CA",-117.222935,3/31/2017,4/1/2016,,3866,1,,3,8.59E+09,50324,CA,,0.28,92037
5555 GROSSMONT CENTER DRIVE BOX 58,  ,LA MESA,SAN DIEGO,Summary star rating,,,H_STAR_RATING,Summary star rating,GROSSMONT HOSPITAL,32.779435,"5555 GROSSMONT CENTER DRIVE BOX 58LA MESA, CA",-117.009178,3/31/2017,4/1/2016,,2328,1,,3,6.19E+09,50026,CA,,0.2,91942
15615 POMERADO ROAD,  ,POWAY,SAN DIEGO,Summary star rating,,,H_STAR_RATING,Summary star rating,POMERADO HOSPITAL,32.996802,"15615 POMERADO ROADPOWAY, CA",-117.057852,3/31/2017,4/1/2016,,673,1,,3,8.58E+09,50636,CA,,0.27,92064
200 WEST ARBOR DRIVE,  ,SAN DIEGO,SAN DIEGO,Summary star rating,,,H_STAR_RATING,Summary star rating,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,32.753717,"200 WEST ARBOR DRIVESAN DIEGO, CA",-117.165914,3/31/2017,4/1/2016,,2074,1,,3,6.20E+09,50025,CA,,0.21,92103
4647 ZION AVE,  ,SAN DIEGO,SAN DIEGO,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - SAN DIEGO,32.792973,"4647 ZION AVESAN DIEGO, CA",-117.095859,3/31/2017,4/1/2016,,5027,1,,3,6.20E+09,50515,CA,,0.31,92120
1001 POTRERO AVENUE,  ,SAN FRANCISCO,SAN FRANCISCO,Summary star rating,,,H_STAR_RATING,Summary star rating,SAN FRANCISCO GENERAL HOSPITAL,37.756171,"1001 POTRERO AVENUESAN FRANCISCO, CA",-122.406608,3/31/2017,4/1/2016,,1049,1,,3,4.15E+09,50228,CA,,0.15,94110
2333 BUCHANAN STREET,  ,SAN FRANCISCO,SAN FRANCISCO,Summary star rating,,,H_STAR_RATING,Summary star rating,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,37.791188,"2333 BUCHANAN STREETSAN FRANCISCO, CA",-122.43096,3/31/2017,4/1/2016,,1963,1,,3,4.16E+09,50047,CA,,0.28,94115
845 JACKSON ST,  ,SAN FRANCISCO,SAN FRANCISCO,Summary star rating,,,H_STAR_RATING,Summary star rating,CHINESE HOSPITAL,37.795695,"845 JACKSON STSAN FRANCISCO, CA",-122.40925,3/31/2017,4/1/2016,,271,1,,3,4.16E+09,50407,CA,,0.23,94133
2425 GEARY BLVD,  ,SAN FRANCISCO,SAN FRANCISCO,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,37.782778,"2425 GEARY BLVDSAN FRANCISCO, CA",-122.443222,3/31/2017,4/1/2016,,3292,1,,3,4.16E+09,50076,CA,,0.35,94115
900 HYDE ST,  ,SAN FRANCISCO,SAN FRANCISCO,Summary star rating,,,H_STAR_RATING,Summary star rating,SAINT FRANCIS MEMORIAL HOSPITAL,37.789561,"900 HYDE STSAN FRANCISCO, CA",-122.417112,3/31/2017,4/1/2016,,550,1,,3,4.15E+09,50152,CA,,0.19,94109
450 STANYAN ST,  ,SAN FRANCISCO,SAN FRANCISCO,Summary star rating,,,H_STAR_RATING,Summary star rating,ST MARY'S MEDICAL CENTER,37.77384,"450 STANYAN STSAN FRANCISCO, CA",-122.454495,3/31/2017,4/1/2016,,688,1,,3,4.16E+09,50457,CA,,0.25,94117
975 S FAIRMONT AVENUE,  ,LODI,SAN JOAQUIN,Summary star rating,,,H_STAR_RATING,Summary star rating,LODI MEMORIAL HOSPITAL,38.121634,"975 S FAIRMONT AVENUELODI, CA",-121.285787,3/31/2017,4/1/2016,,566,1,,3,2093343411,50336,CA,,0.23,95240
1777 WEST YOSEMITE AVE,  ,MANTECA,SAN JOAQUIN,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL MANTECA,37.797371,"1777 WEST YOSEMITE AVEMANTECA, CA",-121.246183,3/31/2017,4/1/2016,,2041,1,,3,2098253700,50748,CA,,0.24,95337
1205 E NORTH STREET,  ,MANTECA,SAN JOAQUIN,Summary star rating,,,H_STAR_RATING,Summary star rating,DOCTORS HOSPITAL OF MANTECA,37.801087,"1205 E NORTH STREETMANTECA, CA",-121.19691,3/31/2017,4/1/2016,,649,1,,3,2098233111,50118,CA,,0.29,95336
1420 NORTH TRACY BLVD,  ,TRACY,SAN JOAQUIN,Summary star rating,,,H_STAR_RATING,Summary star rating,SUTTER TRACY COMMUNITY HOSPITAL,37.744232,"1420 NORTH TRACY BLVDTRACY, CA",-121.43494,3/31/2017,4/1/2016,,367,1,,3,2098351500,50313,CA,,0.18,95376
1010 MURRAY ST,  ,SAN LUIS OBISPO,SAN LUIS OBISPO,Summary star rating,,,H_STAR_RATING,Summary star rating,SIERRA VISTA REGIONAL MEDICAL CENTER,35.290966,"1010 MURRAY STSAN LUIS OBISPO, CA",-120.666174,3/31/2017,4/1/2016,,448,1,,3,8.51E+09,50506,CA,,0.29,93405
1100 LAS TABLAS RD,  ,TEMPLETON,SAN LUIS OBISPO,Summary star rating,,,H_STAR_RATING,Summary star rating,TWIN CITIES COMMUNITY HOSPITAL,35.554389,"1100 LAS TABLAS RDTEMPLETON, CA",-120.72013,3/31/2017,4/1/2016,,490,1,,3,8.05E+09,50633,CA,,0.35,93465
222 W 39TH AVE,  ,SAN MATEO,SAN MATEO,Summary star rating,,,H_STAR_RATING,Summary star rating,SAN MATEO MEDICAL CENTER,37.530116,"222 W 39TH AVESAN MATEO, CA",-122.299406,3/31/2017,4/1/2016,,278,1,,3,6.51E+09,50113,CA,,0.16,94403
1200 EL CAMINO REAL,  ,SOUTH SAN FRANCISCO,SAN MATEO,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,37.658376,"1200 EL CAMINO REALSOUTH SAN FRANCISCO, CA",-122.439205,3/31/2017,4/1/2016,,1566,1,,3,6.51E+09,50070,CA,,0.36,94080
1400 E CHURCH ST,  ,SANTA MARIA,SANTA BARBARA,Summary star rating,,,H_STAR_RATING,Summary star rating,MARIAN REGIONAL MEDICAL CENTER,34.952117,"1400 E CHURCH STSANTA MARIA, CA",-120.412494,3/31/2017,4/1/2016,,2246,1,,3,8.06E+09,50107,CA,,0.23,93454
9400 NO NAME UNO,  ,GILROY,SANTA CLARA,Summary star rating,,,H_STAR_RATING,Summary star rating,SAINT LOUISE REGIONAL HOSPITAL,37.03511,"9400 NO NAME UNOGILROY, CA",-121.573038,3/31/2017,4/1/2016,,296,1,,3,4.09E+09,50688,CA,,0.22,95020
250 HOSPITAL PARKWAY,  ,SAN JOSE,SANTA CLARA,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL-SAN JOSE,37.239327,"250 HOSPITAL PARKWAYSAN JOSE, CA",-121.802084,3/31/2017,4/1/2016,,2479,1,,3,4.09E+09,50604,CA,,0.3,95119
2105 FOREST AVENUE,  ,SAN JOSE,SANTA CLARA,Summary star rating,,,H_STAR_RATING,Summary star rating,O'CONNOR HOSPITAL,37.327054,"2105 FOREST AVENUESAN JOSE, CA",-121.937154,3/31/2017,4/1/2016,,825,1,,3,4.09E+09,50153,CA,,0.25,95128
700 LAWRENCE EXPRESSWAY,  ,SANTA CLARA,SANTA CLARA,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL-SANTA CLARA,37.335559,"700 LAWRENCE EXPRESSWAYSANTA CLARA, CA",-121.995768,3/31/2017,4/1/2016,,4073,1,,3,4.08E+09,50071,CA,,0.31,95051
300 PASTEUR DRIVE,  ,STANFORD,SANTA CLARA,Summary star rating,,,H_STAR_RATING,Summary star rating,STANFORD HEALTH CARE,37.433138,"300 PASTEUR DRIVESTANFORD, CA",-122.176664,3/31/2017,4/1/2016,,381,1,,3,6.51E+09,50441,CA,,0.25,94305
"2175 ROSALINE AVE, CLAIRMONT HGTS",  ,REDDING,SHASTA,Summary star rating,,,H_STAR_RATING,Summary star rating,MERCY MEDICAL CENTER REDDING,,"2175 ROSALINE AVE, CLAIRMONT HGTSREDDING, CA",,3/31/2017,4/1/2016,,1213,1,,3,5.30E+09,50280,CA,,0.23,96001
444 BRUCE STREET,  ,YREKA,SISKIYOU,Summary star rating,,,H_STAR_RATING,Summary star rating,FAIRCHILD MEDICAL CENTER,41.718579,"444 BRUCE STREETYREKA, CA",-122.645457,3/31/2017,4/1/2016,,265,1,,3,5.31E+09,51316,CA,,0.24,96097
1200 B  GALE WILSON BLVD,  ,FAIRFIELD,SOLANO,Summary star rating,,,H_STAR_RATING,Summary star rating,NORTHBAY MEDICAL CENTER,38.261104,"1200 B GALE WILSON BLVDFAIRFIELD, CA",-122.047573,3/31/2017,4/1/2016,,1052,1,,3,7.08E+09,50367,CA,,0.2,94533
1 QUALITY DRIVE,  ,VACAVILLE,SOLANO,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL - VACAVILLE,38.390073,"1 QUALITY DRIVEVACAVILLE, CA",-121.936776,3/31/2017,4/1/2016,,1562,1,,3,7.08E+09,50767,CA,,0.32,95688
975 SERENO DR,  ,VALLEJO,SOLANO,Summary star rating,,,H_STAR_RATING,Summary star rating,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,38.128437,"975 SERENO DRVALLEJO, CA",-122.247586,3/31/2017,4/1/2016,,2119,1,,3,7.08E+09,50073,CA,,0.29,94589
1165 MONTGOMERY DR,  ,SANTA ROSA,SONOMA,Summary star rating,,,H_STAR_RATING,Summary star rating,SANTA ROSA MEMORIAL HOSPITAL,38.442954,"1165 MONTGOMERY DRSANTA ROSA, CA",-122.701112,3/31/2017,4/1/2016,,1850,1,,3,7.08E+09,50174,CA,,0.31,95405
347 ANDRIEUX ST,  ,SONOMA,SONOMA,Summary star rating,,,H_STAR_RATING,Summary star rating,SONOMA VALLEY HOSPITAL,38.288564,"347 ANDRIEUX STSONOMA, CA",-122.46585,3/31/2017,4/1/2016,,201,1,,3,7.08E+09,50090,CA,,0.27,95476
1441 FLORIDA AVENUE,  ,MODESTO,STANISLAUS,Summary star rating,,,H_STAR_RATING,Summary star rating,DOCTORS MEDICAL CENTER,37.665531,"1441 FLORIDA AVENUEMODESTO, CA",-120.996248,3/31/2017,4/1/2016,,1212,1,,3,2095781211,50464,CA,,0.31,95350
